"","dept.id","dept.name","dept.path","cat.id","cat.name","cat.path","subcat.id","subcat.name","subcat.path"
"211","976760","Health","Health","976760_5639913","Ear Symptom","Health/Ear Symptom","976760_5639913_6054008","Excess Earwax","Health/Ear Symptom/Excess Earwax"
"212","976760","Health","Health","976760_9602210","Equate Health Care","Health/Equate Health Care","976760_9602210_3630199","Equate Vitamins & Minerals","Health/Equate Health Care/Equate Vitamins & Minerals"
"213","976760","Health","Health","976760_9575239","Eye Care Brands","Health/Eye Care Brands","976760_9575239_6847504","Zaditor","Health/Eye Care Brands/Zaditor"
"214","976760","Health","Health","976760_6313882","Eye Care Type","Health/Eye Care Type","976760_6313882_4136510","Eyelid Treatments","Health/Eye Care Type/Eyelid Treatments"
"215","976760","Health","Health","976760_9053627","Eye Symptom","Health/Eye Symptom","976760_9053627_9863533","Itchy Eye","Health/Eye Symptom/Itchy Eye"
"216","976760","Health","Health","976760_2571007","First Aid Brands","Health/First Aid Brands","976760_2571007_3781556","ScarAway","Health/First Aid Brands/ScarAway"
"217","976760","Health","Health","976760_2527960","First Aid Type","Health/First Aid Type","976760_2527960_4075006","Hydrogen Peroxide","Health/First Aid Type/Hydrogen Peroxide"
"218","976760","Health","Health","976760_4279385","Headaches","Health/Headaches",NA,NA,NA
"219","976760","Health","Health","976760_1172220","Heart Health","Health/Heart Health","976760_1172220_1172218","Heart Healthy Supplements","Health/Heart Health/Heart Healthy Supplements"
"220","976760","Health","Health","976760_1005860","Home Health Care","Health/Home Health Care","976760_1005860_1224838","Wheelchairs","Health/Home Health Care/Wheelchairs"
"221","976760","Health","Health","976760_7010603","Lip Care Brands","Health/Lip Care Brands","976760_7010603_9150422","Nivea Lip Balms","Health/Lip Care Brands/Nivea Lip Balms"
"222","976760","Health","Health","976760_36290","Massagers & Spa","Health/Massagers & Spa","976760_36290_1044044","Paraffin & Foot Baths","Health/Massagers & Spa/Paraffin & Foot Baths"
"223","976760","Health","Health","976760_976798","Medicine Cabinet","Health/Medicine Cabinet","976760_976798_641101","Thermometers","Health/Medicine Cabinet/Thermometers"
"224","976760","Health","Health","976760_6972993","Pain Reliever Brands","Health/Pain Reliever Brands","976760_6972993_5241861","Tylenol","Health/Pain Reliever Brands/Tylenol"
"225","976760","Health","Health","976760_4492453","Pain Reliever Type","Health/Pain Reliever Type","976760_4492453_3483841","TENS Unit","Health/Pain Reliever Type/TENS Unit"
"226","976760","Health","Health","976760_1166769","Protein & Fitness","Health/Protein & Fitness","976760_1166769_1440029","Women's Nutrition","Health/Protein & Fitness/Women's Nutrition"
"227","976760","Health","Health","976760_1525725","Protein & Fitness Top Brands","Health/Protein & Fitness Top Brands","976760_1525725_4219672","Scivation","Health/Protein & Fitness Top Brands/Scivation"
"228","976760","Health","Health","976760_1001759","Sexual Wellbeing","Health/Sexual Wellbeing",NA,NA,NA
"229","976760","Health","Health","976760_1414629","Sexual Wellness Product Types","Health/Sexual Wellness Product Types","976760_1414629_2850088","Water Based Lubricants","Health/Sexual Wellness Product Types/Water Based Lubricants"
"230","976760","Health","Health","976760_1876667","Sexual Wellness Top Brands","Health/Sexual Wellness Top Brands","976760_1876667_1793681","Wet","Health/Sexual Wellness Top Brands/Wet"
"231","976760","Health","Health","976760_2667556","Sleep Aid Brands","Health/Sleep Aid Brands","976760_2667556_8119435","Unisom","Health/Sleep Aid Brands/Unisom"
"232","976760","Health","Health","976760_2449239","Sleep Aid Type","Health/Sleep Aid Type","976760_2449239_4816619","Snoring","Health/Sleep Aid Type/Snoring"
"233","976760","Health","Health","976760_5813114","Superfoods & Cleanses","Health/Superfoods & Cleanses","976760_5813114_5887725","Superfoods","Health/Superfoods & Cleanses/Superfoods"
"234","976760","Health","Health","976760_1078944","Vision Centers","Health/Vision Centers","976760_1078944_1032920","Sunglasses","Health/Vision Centers/Sunglasses"
"235","976760","Health","Health","976760_1005863","Vitamins & Supplements","Health/Vitamins & Supplements","976760_1005863_7753876","Women's Health Supplements","Health/Vitamins & Supplements/Women's Health Supplements"
"236","976760","Health","Health","976760_1005859","Weight Management","Health/Weight Management","976760_1005859_1092395","Weight Loss Supplements","Health/Weight Management/Weight Loss Supplements"
"237","4044","Home","Home","4044_90548","Appliances","Home/Appliances","4044_90548_1231154","Water Purification","Home/Appliances/Water Purification"
"238","4044","Home","Home","4044_539095","Bath","Home/Bath","4044_539095_533461","Shower Curtains","Home/Bath/Shower Curtains"
"239","4044","Home","Home","4044_539103","Bedding","Home/Bedding","4044_539103_133061","Sheets","Home/Bedding/Sheets"
"240","4044","Home","Home","4044_133012","Decor","Home/Decor","4044_133012_1043827","Vases","Home/Decor/Vases"
"241","4044","Home","Home","4044_1225301","Featured Shops","Home/Featured Shops","4044_1225301_1224843","Trends & Inspiration","Home/Featured Shops/Trends & Inspiration"
"242","4044","Home","Home","4044_103150","Furniture","Home/Furniture","4044_103150_635499","TV Stands & Entertainment Centers","Home/Furniture/TV Stands & Entertainment Centers"
"243","4044","Home","Home","4044_1154295","Kids' Rooms","Home/Kids' Rooms","4044_1154295_1155958","Kids' Furniture","Home/Kids' Rooms/Kids' Furniture"
"244","4044","Home","Home","4044_623679","Kitchen & Dining","Home/Kitchen & Dining","4044_623679_1032619","Kitchen Storage & Organization","Home/Kitchen & Dining/Kitchen Storage & Organization"
"245","4044","Home","Home","4044_444253","Luggage","Home/Luggage","4044_444253_444260","Travel Accessories","Home/Luggage/Travel Accessories"
"246","4044","Home","Home","4044_133224","Personalized Gifts","Home/Personalized Gifts","4044_133224_7231792","Personalized Wedding Suite","Home/Personalized Gifts/Personalized Wedding Suite"
"247","4044","Home","Home","4044_6975818","Personalized Office Supplies","Home/Personalized Office Supplies","4044_6975818_4060554","Office","Home/Personalized Office Supplies/Office"
"248","4044","Home","Home","4044_2415585","Personalized Outdoor Decor","Home/Personalized Outdoor Decor","4044_2415585_5019042","Personalized Garden Flags","Home/Personalized Outdoor Decor/Personalized Garden Flags"
"249","4044","Home","Home","4044_90828","Storage & Organization","Home/Storage & Organization","4044_90828_1230059","Storage Furniture","Home/Storage & Organization/Storage Furniture"
"250","4044","Home","Home","4044_1156136","Teens' Rooms","Home/Teens' Rooms","4044_1156136_1156164","Teens' Storage","Home/Teens' Rooms/Teens' Storage"
"251","1072864","Home Improvement","Home Improvement","1072864_1045879","Bathroom Renovation","Home Improvement/Bathroom Renovation","1072864_1045879_3861937","Utility Fixtures","Home Improvement/Bathroom Renovation/Utility Fixtures"
"252","1072864","Home Improvement","Home Improvement","1072864_1172176","Building Materials","Home Improvement/Building Materials","1072864_1172176_1595187","Stair Parts","Home Improvement/Building Materials/Stair Parts"
"253","1072864","Home Improvement","Home Improvement","1072864_1230916","Door Weatherization","Home Improvement/Door Weatherization",NA,NA,NA
"254","1072864","Home Improvement","Home Improvement","1072864_1230758","Doors and Gates","Home Improvement/Doors and Gates","1072864_1230758_1067794","Screen Doors","Home Improvement/Doors and Gates/Screen Doors"
"255","1072864","Home Improvement","Home Improvement","1072864_1067619","Electrical","Home Improvement/Electrical","1072864_1067619_1231235","Testers","Home Improvement/Electrical/Testers"
"256","1072864","Home Improvement","Home Improvement","1072864_1067616","Flooring","Home Improvement/Flooring","1072864_1067616_1067815","Vinyl Flooring","Home Improvement/Flooring/Vinyl Flooring"
"257","1072864","Home Improvement","Home Improvement","1072864_1067618","Garage & Storage","Home Improvement/Garage & Storage","1072864_1067618_4020692","Wall Organization","Home Improvement/Garage & Storage/Wall Organization"
"258","1072864","Home Improvement","Home Improvement","1072864_1231265","Generators","Home Improvement/Generators","1072864_1231265_1231285","Standby Generators","Home Improvement/Generators/Standby Generators"
"259","1072864","Home Improvement","Home Improvement","1072864_1087352","Green Energy","Home Improvement/Green Energy",NA,NA,NA
"260","1072864","Home Improvement","Home Improvement","1072864_1067612","Hardware","Home Improvement/Hardware","1072864_1067612_1230817","Keys","Home Improvement/Hardware/Keys"
"261","1072864","Home Improvement","Home Improvement","1072864_133032","Heating, Cooling, & Air Quality","Home Improvement/Heating, Cooling, & Air Quality","1072864_133032_7103650","Weatherization","Home Improvement/Heating, Cooling, & Air Quality/Weatherization"
"262","1072864","Home Improvement","Home Improvement","1072864_1230393","Home Improvement Lubricants and Cleaning Supplies","Home Improvement/Home Improvement Lubricants and Cleaning Supplies","1072864_1230393_1067781","Home Improvement Lubricants & Greases","Home Improvement/Home Improvement Lubricants and Cleaning Supplies/Home Improvement Lubricants & Greases"
"263","1072864","Home Improvement","Home Improvement","1072864_1068865","Home Safety","Home Improvement/Home Safety","1072864_1068865_1231087","Surveillance","Home Improvement/Home Safety/Surveillance"
"264","1072864","Home Improvement","Home Improvement","1072864_105913","Hot Tubs & Saunas","Home Improvement/Hot Tubs & Saunas","1072864_105913_2867750","Saunas","Home Improvement/Hot Tubs & Saunas/Saunas"
"265","1072864","Home Improvement","Home Improvement","1072864_3156946","House Plans","Home Improvement/House Plans",NA,NA,NA
"266","1072864","Home Improvement","Home Improvement","1072864_1071485","Kitchen Renovation","Home Improvement/Kitchen Renovation","1072864_1071485_1230864","Kitchen Plumbing","Home Improvement/Kitchen Renovation/Kitchen Plumbing"
"267","1072864","Home Improvement","Home Improvement","1072864_7800821","Laundry Room Renovation","Home Improvement/Laundry Room Renovation","1072864_7800821_2129437","Raw Materials","Home Improvement/Laundry Room Renovation/Raw Materials"
"268","1072864","Home Improvement","Home Improvement","1072864_1102182","Outdoor Power Equipment","Home Improvement/Outdoor Power Equipment","1072864_1102182_2953136","Trimmers and Edgers","Home Improvement/Outdoor Power Equipment/Trimmers and Edgers"
"269","1072864","Home Improvement","Home Improvement","1072864_1067617","Paint","Home Improvement/Paint","1072864_1067617_1230534","Wallpaper and Wall Borders","Home Improvement/Paint/Wallpaper and Wall Borders"
"270","1072864","Home Improvement","Home Improvement","1072864_2145589","Pool Supplies","Home Improvement/Pool Supplies","1072864_2145589_8098276","Pool Pumps","Home Improvement/Pool Supplies/Pool Pumps"
"271","1072864","Home Improvement","Home Improvement","1072864_1044263","Safety Equipment & Gear","Home Improvement/Safety Equipment & Gear",NA,NA,NA
"272","1072864","Home Improvement","Home Improvement","1072864_6095430","Safety Equipment and Gear","Home Improvement/Safety Equipment and Gear",NA,NA,NA
"273","1072864","Home Improvement","Home Improvement","1072864_1218921","Swimming Pools","Home Improvement/Swimming Pools",NA,NA,NA
"274","1072864","Home Improvement","Home Improvement","1072864_1031899","Tools","Home Improvement/Tools","1072864_1031899_1067610","Tool Equipment & Storage","Home Improvement/Tools/Tool Equipment & Storage"
"275","1072864","Home Improvement","Home Improvement","1072864_1231153","Water and Air Purification","Home Improvement/Water and Air Purification","1072864_1231153_1231154","Water Purification","Home Improvement/Water and Air Purification/Water Purification"
"276","1072864","Home Improvement","Home Improvement","1072864_1230390","Welding and Soldering","Home Improvement/Welding and Soldering","1072864_1230390_1230392","Welding Parts and Accessories","Home Improvement/Welding and Soldering/Welding Parts and Accessories"
"277","1072864","Home Improvement","Home Improvement","1072864_1230778","Windows","Home Improvement/Windows","1072864_1230778_1230783","Window Weatherization","Home Improvement/Windows/Window Weatherization"
"278","1072864","Home Improvement","Home Improvement","1072864_1230395","Work Safety Clothing and Equipment","Home Improvement/Work Safety Clothing and Equipment","1072864_1230395_1044263","Safety Equipment & Gear","Home Improvement/Work Safety Clothing and Equipment/Safety Equipment & Gear"
"279","1115193","Household Essentials","Household Essentials","1115193_1025739","Air Fresheners","Household Essentials/Air Fresheners","1115193_1025739_8403021","Plug In Air Freshener","Household Essentials/Air Fresheners/Plug In Air Freshener"
"280","1115193","Household Essentials","Household Essentials","1115193_1111632","As Seen On TV","Household Essentials/As Seen On TV","1115193_1111632_5641784","As Seen on TV Toys","Household Essentials/As Seen On TV/As Seen on TV Toys"
"281","1115193","Household Essentials","Household Essentials","1115193_1071965","Bathroom","Household Essentials/Bathroom","1115193_1071965_1149373","Disinfectant Spray","Household Essentials/Bathroom/Disinfectant Spray"
"282","1115193","Household Essentials","Household Essentials","1115193_1076905","Batteries","Household Essentials/Batteries",NA,NA,NA
"283","1115193","Household Essentials","Household Essentials","1115193_2606160","Clean Living Shop","Household Essentials/Clean Living Shop",NA,NA,NA
"284","1115193","Household Essentials","Household Essentials","1115193_1071966","Cleaning Supplies","Household Essentials/Cleaning Supplies","1115193_1071966_1072129","Surface Care & Protection","Household Essentials/Cleaning Supplies/Surface Care & Protection"
"285","1115193","Household Essentials","Household Essentials","1115193_1072124","Drain & Septic Care","Household Essentials/Drain & Septic Care",NA,NA,NA
"286","1115193","Household Essentials","Household Essentials","1115193_2656690","Everyday Essentials","Household Essentials/Everyday Essentials",NA,NA,NA
"287","1115193","Household Essentials","Household Essentials","1115193_1071968","Kitchen","Household Essentials/Kitchen","1115193_1071968_1155753","Dishwasher Detergent","Household Essentials/Kitchen/Dishwasher Detergent"
"288","1115193","Household Essentials","Household Essentials","1115193_1071967","Laundry","Household Essentials/Laundry","1115193_1071967_1149381","Stain Removers","Household Essentials/Laundry/Stain Removers"
"289","1115193","Household Essentials","Household Essentials","1115193_1073264","Paper & Plastic","Household Essentials/Paper & Plastic","1115193_1073264_1149385","Trash Bags","Household Essentials/Paper & Plastic/Trash Bags"
"290","1115193","Household Essentials","Household Essentials","1115193_1025745","Pest Control","Household Essentials/Pest Control",NA,NA,NA
"291","6197502","Industrial & Scientific","Industrial & Scientific","6197502_4964025","All Agriculture","Industrial & Scientific/All Agriculture",NA,NA,NA
"292","6197502","Industrial & Scientific","Industrial & Scientific","6197502_4354243","All Commercial","Industrial & Scientific/All Commercial",NA,NA,NA
"293","6197502","Industrial & Scientific","Industrial & Scientific","6197502_8172641","All Industrial","Industrial & Scientific/All Industrial",NA,NA,NA
"294","6197502","Industrial & Scientific","Industrial & Scientific","6197502_5316930","Dental","Industrial & Scientific/Dental",NA,NA,NA
"295","6197502","Industrial & Scientific","Industrial & Scientific","6197502_9698257","Farm & Ranch","Industrial & Scientific/Farm & Ranch","6197502_9698257_4192296","Poultry Care","Industrial & Scientific/Farm & Ranch/Poultry Care"
"296","6197502","Industrial & Scientific","Industrial & Scientific","6197502_7664396","Food Service Equipment & Supplies","Industrial & Scientific/Food Service Equipment & Supplies","6197502_7664396_3755555","Restaurant Furniture","Industrial & Scientific/Food Service Equipment & Supplies/Restaurant Furniture"
"297","6197502","Industrial & Scientific","Industrial & Scientific","6197502_1067614","Hardware Fasteners","Industrial & Scientific/Hardware Fasteners","6197502_1067614_1067809","Washers","Industrial & Scientific/Hardware Fasteners/Washers"
"298","6197502","Industrial & Scientific","Industrial & Scientific","6197502_5702707","Janitorial & Sanitation Supplies","Industrial & Scientific/Janitorial & Sanitation Supplies","6197502_5702707_6193736","Waste Management","Industrial & Scientific/Janitorial & Sanitation Supplies/Waste Management"
"299","6197502","Industrial & Scientific","Industrial & Scientific","6197502_3290676","Medical","Industrial & Scientific/Medical","6197502_3290676_4829140","Industrial First Aid Kits","Industrial & Scientific/Medical/Industrial First Aid Kits"
"300","6197502","Industrial & Scientific","Industrial & Scientific","6197502_7529461","Metal Working & Cutting Tools","Industrial & Scientific/Metal Working & Cutting Tools","6197502_7529461_1340444","Welding Machines","Industrial & Scientific/Metal Working & Cutting Tools/Welding Machines"
"301","6197502","Industrial & Scientific","Industrial & Scientific","6197502_8985048","Occupational Health & Safety Products","Industrial & Scientific/Occupational Health & Safety Products","6197502_8985048_6085407","Visual Safety","Industrial & Scientific/Occupational Health & Safety Products/Visual Safety"
"302","6197502","Industrial & Scientific","Industrial & Scientific","6197502_2011896","Specialty Fasteners","Industrial & Scientific/Specialty Fasteners","6197502_2011896_1067807","Staples","Industrial & Scientific/Specialty Fasteners/Staples"
"303","6197502","Industrial & Scientific","Industrial & Scientific","6197502_5461022","Telescopes and Microscopes","Industrial & Scientific/Telescopes and Microscopes","6197502_5461022_6045186","Telescopes","Industrial & Scientific/Telescopes and Microscopes/Telescopes"
"304","6197502","Industrial & Scientific","Industrial & Scientific","6197502_5602287","Weather Stations","Industrial & Scientific/Weather Stations",NA,NA,NA
"305","3891","Jewelry","Jewelry","3891_1228260","All Men's Jewelry","Jewelry/All Men's Jewelry",NA,NA,NA
"306","3891","Jewelry","Jewelry","3891_6817640","Anklets","Jewelry/Anklets",NA,NA,NA
"307","3891","Jewelry","Jewelry","3891_1030159","Body Jewelry","Jewelry/Body Jewelry",NA,NA,NA
"308","3891","Jewelry","Jewelry","3891_3716326","Bracelets","Jewelry/Bracelets",NA,NA,NA
"309","3891","Jewelry","Jewelry","3891_3072233","Brooches & Pins","Jewelry/Brooches & Pins",NA,NA,NA
"310","3891","Jewelry","Jewelry","3891_7589917","Charms","Jewelry/Charms",NA,NA,NA
"311","3891","Jewelry","Jewelry","3891_655299","Cleaners & Repair","Jewelry/Cleaners & Repair",NA,NA,NA
"312","3891","Jewelry","Jewelry","3891_1043852","Cufflinks","Jewelry/Cufflinks",NA,NA,NA
"313","3891","Jewelry","Jewelry","3891_9654536","Diamond Jewelry","Jewelry/Diamond Jewelry","3891_9654536_5414465","Diamond Stud Earrings","Jewelry/Diamond Jewelry/Diamond Stud Earrings"
"314","3891","Jewelry","Jewelry","3891_3940271","Earrings","Jewelry/Earrings",NA,NA,NA
"315","3891","Jewelry","Jewelry","3891_1228263","Fashion Jewelry","Jewelry/Fashion Jewelry","3891_1228263_1228264","Fashion Rings","Jewelry/Fashion Jewelry/Fashion Rings"
"316","3891","Jewelry","Jewelry","3891_1228254","Fine Jewelry","Jewelry/Fine Jewelry","3891_1228254_1228255","Fine Rings","Jewelry/Fine Jewelry/Fine Rings"
"317","3891","Jewelry","Jewelry","3891_5839874","Gemstone Jewelry","Jewelry/Gemstone Jewelry","3891_5839874_8734413","Sapphire Rings","Jewelry/Gemstone Jewelry/Sapphire Rings"
"318","3891","Jewelry","Jewelry","3891_3591036","Gold Jewelry","Jewelry/Gold Jewelry","3891_3591036_3327125","Gold Rings","Jewelry/Gold Jewelry/Gold Rings"
"319","3891","Jewelry","Jewelry","3891_132987","Jewelry Boxes & Organizers","Jewelry/Jewelry Boxes & Organizers",NA,NA,NA
"320","3891","Jewelry","Jewelry","3891_8069787","Jewelry Brands","Jewelry/Jewelry Brands","3891_8069787_7870980","X & O Swarovski","Jewelry/Jewelry Brands/X & O Swarovski"
"321","3891","Jewelry","Jewelry","3891_7092051","Jewelry Sets","Jewelry/Jewelry Sets",NA,NA,NA
"322","3891","Jewelry","Jewelry","3891_4201804","Kid's Jewelry","Jewelry/Kid's Jewelry","3891_4201804_1228270","Kids' Jewelry","Jewelry/Kids' Jewelry & Watches/Kids' Jewelry"
"323","3891","Jewelry","Jewelry","3891_1228270","Kids' Jewelry","Jewelry/Kids' Jewelry",NA,NA,NA
"324","3891","Jewelry","Jewelry","3891_1966546","Men's Jewelry","Jewelry/Men's Jewelry","3891_1966546_5891841","Tie Clips","Jewelry/Men's Jewelry/Tie Clips"
"325","3891","Jewelry","Jewelry","3891_5654967","Necklaces","Jewelry/Necklaces",NA,NA,NA
"326","3891","Jewelry","Jewelry","3891_5258701","Pearl Jewelry","Jewelry/Pearl Jewelry","3891_5258701_2775742","Pearl Rings","Jewelry/Pearl Jewelry/Pearl Rings"
"327","3891","Jewelry","Jewelry","3891_3416668","Pendants","Jewelry/Pendants",NA,NA,NA
"328","3891","Jewelry","Jewelry","3891_532459","Personalized Jewelry","Jewelry/Personalized Jewelry","3891_532459_1019840","Personalized Rings","Jewelry/Personalized Jewelry/Personalized Rings"
"329","3891","Jewelry","Jewelry","3891_4718514","Precious Metals","Jewelry/Precious Metals","3891_4718514_7871360","Silver Bullion","Jewelry/Precious Metals/Silver Bullion"
"330","3891","Jewelry","Jewelry","3891_9405348","Rings","Jewelry/Rings",NA,NA,NA
"331","3891","Jewelry","Jewelry","3891_8018553","Rose Gold Jewelry","Jewelry/Rose Gold Jewelry","3891_8018553_7833442","Rose Gold Rings","Jewelry/Rose Gold Jewelry/Rose Gold Rings"
"332","3891","Jewelry","Jewelry","3891_4919258","Silver Jewelry","Jewelry/Silver Jewelry","3891_4919258_5827493","Silver Rings","Jewelry/Silver Jewelry/Silver Rings"
"333","3891","Jewelry","Jewelry","3891_8327104","Special Occasion Jewelry","Jewelry/Special Occasion Jewelry","3891_8327104_6871480","Quinceanera","Jewelry/Special Occasion Jewelry/Quinceanera"
"334","3891","Jewelry","Jewelry","3891_1683532","Storage, Cleaners & Body Jewelry","Jewelry/Storage, Cleaners & Body Jewelry","3891_1683532_132987","Jewelry Storage","Jewelry/Storage, Cleaners & Body Jewelry/Jewelry Storage"
"335","3891","Jewelry","Jewelry","3891_1351793","Theme","Jewelry/Theme","3891_1351793_5210428","Star Wars Jewelry","Jewelry/Theme/Star Wars Jewelry"
"336","3891","Jewelry","Jewelry","3891_8364956","Toe Rings","Jewelry/Toe Rings",NA,NA,NA
"337","3891","Jewelry","Jewelry","3891_3906","Watches","Jewelry/Watches","3891_3906_3089886","Women's Watches","Jewelry/Watches/Women's Watches"
"338","3891","Jewelry","Jewelry","3891_540912","Wedding & Engagement Rings","Jewelry/Wedding & Engagement Rings","3891_540912_4096808","Wedding Rings","Jewelry/Wedding & Engagement Rings/Wedding Rings"
"339","3891","Jewelry","Jewelry","3891_7833638","White Gold Jewelry","Jewelry/White Gold Jewelry","3891_7833638_3299835","White Gold Rings","Jewelry/White Gold Jewelry/White Gold Rings"
"340","4096","Movies & TV Shows","Movies & TV Shows","4096_3315790","4k Ultra HD Movies","Movies & TV Shows/4k Ultra HD Movies","4096_3315790_1172214","All 4K Ultra HD Movies","Movies & TV Shows/4k Ultra HD Movies/All 4K Ultra HD Movies"
"341","4096","Movies & TV Shows","Movies & TV Shows","4096_616859","Blu-ray","Movies & TV Shows/Blu-ray","4096_616859_617024","Westerns","Movies & TV Shows/Blu-ray/Westerns"
"342","4096","Movies & TV Shows","Movies & TV Shows","4096_2954402","Comedy","Movies & TV Shows/Comedy",NA,NA,NA
"343","4096","Movies & TV Shows","Movies & TV Shows","4096_1088549","Complete Series Box Sets & Collections","Movies & TV Shows/Complete Series Box Sets & Collections",NA,NA,NA
"344","4096","Movies & TV Shows","Movies & TV Shows","4096_5732611","complete series test","Movies & TV Shows/complete series test",NA,NA,NA
"345","4096","Movies & TV Shows","Movies & TV Shows","4096_1106153","Disney","Movies & TV Shows/Disney",NA,NA,NA
"346","4096","Movies & TV Shows","Movies & TV Shows","4096_9872761","Harry Potter Movies","Movies & TV Shows/Harry Potter Movies",NA,NA,NA
"347","4096","Movies & TV Shows","Movies & TV Shows","4096_8637693","Holiday","Movies & TV Shows/Holiday",NA,NA,NA
"348","4096","Movies & TV Shows","Movies & TV Shows","4096_1084447","Instant Video Streaming by Vudu","Movies & TV Shows/Instant Video Streaming by Vudu","4096_1084447_1085153","TV Shows","Movies & TV Shows/Instant Video Streaming by Vudu/TV Shows"
"349","4096","Movies & TV Shows","Movies & TV Shows","4096_1228693","Instawatch Movies By VUDU","Movies & TV Shows/Instawatch Movies By VUDU","4096_1228693_8642119","Instawatch Mystery & Suspense Movies","Movies & TV Shows/Instawatch Movies By VUDU/Instawatch Mystery & Suspense Movies"
"350","4096","Movies & TV Shows","Movies & TV Shows","4096_7331601","Marvel","Movies & TV Shows/Marvel",NA,NA,NA
"351","4096","Movies & TV Shows","Movies & TV Shows","4096_3439197","Movie Bundles & Collections","Movies & TV Shows/Movie Bundles & Collections",NA,NA,NA
"352","4096","Movies & TV Shows","Movies & TV Shows","4096_530598","Movies","Movies & TV Shows/Movies","4096_530598_530721","Western Movies","Movies & TV Shows/Movies/Western Movies"
"353","4096","Movies & TV Shows","Movies & TV Shows","4096_530719","TV Shows","Movies & TV Shows/TV Shows","4096_530719_531651","War & Politics","Movies & TV Shows/TV Shows/War & Politics"
"354","4096","Movies & TV Shows","Movies & TV Shows","4096_1102661","Under $5","Movies & TV Shows/Under $5",NA,NA,NA
"355","4096","Movies & TV Shows","Movies & TV Shows","4096_1095777","Walmart Exclusives","Movies & TV/Walmart Exclusives",NA,NA,NA
"356","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4105","Blues Music on CD or Vinyl","Music on CD or Vinyl/Blues Music on CD or Vinyl","4104_4105_5004","Traditional Blues Music on CD or Vinyl","Music on CD or Vinyl/Blues Music on CD or Vinyl/Traditional Blues Music on CD or Vinyl"
"357","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4106","Children's Music on CD or Vinyl","Music on CD or Vinyl/Children's Music on CD or Vinyl","4104_4106_5012","Children's Sing-a-Long Music on CD or Vinyl","Music on CD or Vinyl/Children's Music on CD or Vinyl/Children's Sing-a-Long Music on CD or Vinyl"
"358","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4107","Christian + Gospel Music on CD or Vinyl","Music on CD or Vinyl/Christian + Gospel Music on CD or Vinyl","4104_4107_5021","Southern Gospel Music on CD or Vinyl","Music on CD or Vinyl/Christian + Gospel Music on CD or Vinyl/Southern Gospel Music on CD or Vinyl"
"359","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4108","Classical Music on CD or Vinyl","Music on CD or Vinyl/Classical Music on CD or Vinyl","4104_4108_5025","Opera \/ Vocal Music on CD or Vinyl","Music on CD or Vinyl/Classical Music on CD or Vinyl/Opera \/ Vocal Music on CD or Vinyl"
"360","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4109","Country Music on CD or Vinyl","Music on CD or Vinyl/Country Music on CD or Vinyl","4104_4109_5030","Traditional Country Music on CD or Vinyl","Music on CD or Vinyl/Country Music on CD or Vinyl/Traditional Country Music on CD or Vinyl"
"361","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4110","Dance \/ DJ Music on CD or Vinyl","Music on CD or Vinyl/Dance \/ DJ Music on CD or Vinyl","4104_4110_5042","Trip-Hop","Music on CD or Vinyl/Dance \/ DJ Music on CD or Vinyl/Trip-Hop"
"362","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4111","Folk Music on CD or Vinyl","Music on CD or Vinyl/Folk Music on CD or Vinyl","4104_4111_5046","Traditional Folk Music on CD or Vinyl","Music on CD or Vinyl/Folk Music on CD or Vinyl/Traditional Folk Music on CD or Vinyl"
"363","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_9999353","Gift cards","Music on CD or Vinyl/Gift cards",NA,NA,NA
"364","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4112","Jazz Music on CD or Vinyl","Music on CD or Vinyl/Jazz Music on CD or Vinyl","4104_4112_5056","Vocal Jazz Music on CD or Vinyl","Music on CD or Vinyl/Jazz Music on CD or Vinyl/Vocal Jazz Music on CD or Vinyl"
"365","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_136735","Karaoke","Music on CD or Vinyl/Karaoke","4104_136735_5133239","All Karaoke Music","Music on CD or Vinyl/Karaoke/All Karaoke Music"
"366","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_4113","Latin Music on CD or Vinyl Record","Music on CD or Vinyl/Latin Music on CD or Vinyl Record","4104_4113_5070","Tango Music on CD or Vinyl","Music on CD or Vinyl/Latin Music on CD or Vinyl Record/Tango Music on CD or Vinyl"
"367","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_538232","Music DVD's","Music on CD or Vinyl/Music DVD's","4104_538232_101914","Music Videos","Music on CD or Vinyl/Music DVD's/Music Videos"
"368","4104","Music on CD or Vinyl","Music on CD or Vinyl","4104_3015463","Music: Cassette Tapes","Music on CD or Vinyl/Music: Cassette Tapes",NA,NA,NA
